LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
426631.5242767926,1,3,2,50,1,1,1,2,3,4,158896.71081929986,164662.5038046107,164933.01070268103,164470.19475146531,161884.17756850406,187964.93193000596,99258.64784496841,126103.20674692493,120643.74392572069,126412.4107445778,48032.90234228031,111067.07758627085,0
286886.1062352897,1,1,1,51,3,2,2,3,3,4,254816.1625088938,229519.73627567137,235609.464551839,188642.27930990764,196240.77938401964,196649.48008926623,125586.06884501361,181936.28519103213,84224.12223526867,43781.55988479721,119019.43947658181,33156.4119070896,0
176652.959163421,2,1,3,29,-1,0,1,2,1,1,68095.531908159,68572.489328666,78389.99556145624,73729.91588219079,64734.2799809403,76915.42976573153,42251.82949760454,44531.86994946834,32921.38096234654,24257.73109690078,50367.20366088311,53453.42826193162,0
203005.6227136478,2,3,3,30,-2,-1,-1,-1,0,0,77787.38035793877,63875.05396148567,72320.2309167826,64986.308194692,74279.60174295519,65385.85338900404,9385.563477988162,17701.990011325244,34669.57272103858,10183.151294316684,47398.68545179131,11334.614515212628,0
266797.37273374764,2,2,2,29,-1,0,-1,-2,-1,-1,224767.63752444487,219129.57723966532,191413.98236062468,183149.6831572538,167150.95239534735,151521.98809336734,64038.151631344255,51708.5556100687,80747.78869085695,153883.28961564673,52518.60861545811,129357.50582179174,0
261215.29953545815,1,3,3,50,5,6,5,5,5,5,110953.66938266324,95739.78363354526,103928.5419554923,96033.49666727222,80917.27683630945,80142.49298278119,13057.735241591343,38334.22244715407,60837.20912515148,29752.725841732452,34255.55008466255,30010.664703179875,1
425150.7121874105,2,3,2,40,-2,-3,-4,-5,-4,-5,256778.58545796695,221829.04012640283,191876.35994344702,227275.32983932138,195832.10773746084,227599.02140354915,161787.9715038238,62204.46547309221,51798.91881504307,189374.48554127984,93477.52715125786,75816.3179730376,0
417442.3515708345,1,1,1,26,3,4,4,5,6,7,180372.4715435676,204634.11137595313,234157.83313444452,244482.43438893143,205794.2188801094,193372.76829246216,74931.60787515683,176548.62279472803,169270.41454035576,209455.2257709881,23559.55813036463,41665.827842881394,0
206927.68885092865,1,2,3,58,1,1,2,3,3,2,147398.72210934715,171093.84191671957,194595.78947606438,200355.16773695778,195170.1008314,157602.43809286362,61739.19886171496,67576.28543939187,148093.49321761224,73004.37298202509,47387.52690813423,42817.11476797954,0
184162.9446176562,1,2,2,52,-1,0,0,0,-1,-1,139420.85059057563,160417.31305635857,150997.0428260354,140882.26224026782,134204.62515108555,118891.47910721302,85107.70851888816,19159.014490666304,61080.44409464089,120986.79747166317,48252.70153308696,85260.91148567229,0
20000.0,1,1,3,41,3,4,3,4,3,3,11435.856298596438,12515.210593350437,13813.561239364579,15311.647383413663,14374.772383110472,13971.734321409122,10097.048892172425,7708.5079609154245,8462.431005097385,3968.891109494302,8908.625781064991,6229.683683448385,1
184129.5504013336,1,4,1,46,0,1,1,1,0,0,143110.11156995167,154903.5797910869,141433.50282039863,168377.53252216624,195870.3769961082,190829.7720296746,81845.5666059861,117676.95348775997,107368.54102849204,88421.18296366394,131608.65117300302,66061.35459661296,0
132633.07526988594,1,3,2,40,2,2,2,1,2,2,48998.46557680297,46714.054500806116,53079.90030310701,54881.306168608826,52377.87161835945,53386.95951014329,38772.48169027974,36364.07141664964,47616.64484218116,46071.69459854578,35538.55309797962,44993.891421807595,1
207421.06502862176,2,3,3,55,1,0,1,0,0,1,177862.869653636,187025.4856011709,197179.16778608557,198560.18226143974,192055.21313756017,216896.34101862228,79604.58854349349,156896.56864469365,132589.0400965472,47355.10628968032,152351.37600363328,122216.08718328769,0
296990.1090820133,1,3,1,32,4,4,4,5,4,4,230087.86253860174,274240.77333648584,223482.39565415608,210824.51219983972,191107.97033729832,178248.53317987183,202513.69039444538,135786.7776902572,136222.1744324665,112501.85245617393,55221.74442232441,117009.97235865096,0
271263.07950387854,2,3,3,56,0,-1,0,0,1,2,108834.5068264669,115525.3948634617,110168.14908864367,115487.69258306178,97253.66929707836,108358.86564610913,48734.377916089565,29735.52857889359,52344.65710453589,48783.49685554345,61569.405967624676,34112.49416827218,0
246403.83915429492,2,2,1,51,-2,-2,-3,-2,-1,0,107255.31424816161,127251.40375760866,147242.3975101367,153224.13071371455,182183.82436564192,179377.34295711605,66286.5887166239,111128.77424836767,63055.79619623662,43745.95435486698,19600.78561660426,153323.43856432466,0
273949.85333062167,1,2,3,23,-2,-3,-4,-3,-4,-3,146392.78856299215,131348.77069350518,130036.6954079277,128895.20676615062,141403.81320689098,124528.2032659796,125121.21659503116,36837.18083343466,74691.00806676486,53719.3269857669,46236.65217965725,30419.48683647535,0
234865.86721228098,1,2,3,28,5,6,7,7,8,8,170075.83842435075,188151.43852424857,197421.25302254004,199535.1096763028,226126.04956551312,213894.6578527908,75907.44611490329,104049.27180844986,175436.4326382215,33963.58574428282,129134.2480975166,101531.58531005005,0
273642.27190521715,2,2,2,40,2,3,4,3,3,3,207060.2705753925,210391.04574805568,228103.45846325628,217893.5766232095,215573.5543758873,227644.58997685637,72712.23231847021,137594.48081876515,91202.0597168115,161934.0580289942,179526.18348446875,179696.8722222223,0
20000.0,1,4,1,39,-2,-3,-2,-3,-4,-3,18159.273058044368,20335.161841349483,20800.84220082309,21669.56285142785,21225.3290613416,22863.13597667253,10678.467193569117,2246.781474489757,9233.776701617886,7783.783578971892,6137.16300636908,3378.055560596826,0
217684.78122990948,2,2,2,26,-1,-1,-1,0,0,-1,113081.96469514673,106930.9432276525,102341.38864514319,110219.70057298792,90781.56595839995,89816.5567904281,21935.766273034402,23209.733070507697,54631.13558686855,14924.09044033157,33129.33446608349,53134.97242946483,0
236697.91347363917,2,2,3,23,4,4,3,4,5,5,133404.3072847347,112029.50911026887,127992.88164309254,148635.36417807097,136399.61696108343,115070.73038343602,18465.900947261758,88889.35203908455,28621.93945045343,53222.15647889642,38719.00680590898,46946.2950719089,0
209048.59405520972,2,3,1,51,4,4,5,5,4,4,158156.21534278998,162951.9395990421,185790.04688022475,178358.02059345332,179459.95795523102,164049.13411764905,54604.650545766664,123088.76040159602,153767.36452410003,49604.504080736515,115843.59607561438,83866.17727713636,0
223846.44854764699,1,1,3,50,-1,0,-1,-2,-3,-3,120100.48880399026,128950.75175174604,127477.40823047512,117372.83536083954,106438.75673932541,124876.6989657239,60936.08411647198,17661.37418110175,102482.63035797609,64793.11935950009,76999.134942429,94121.63432026222,0
334397.2141368076,1,4,2,61,4,4,5,5,5,6,248407.85683087417,206473.77107941723,198311.63119043657,231206.53995361816,261569.7447891209,279338.9963443194,222409.6741910854,147903.91152329062,117491.13927310827,114111.99723574737,73900.08559032493,215720.18830761864,0
178227.36023910093,2,3,1,29,0,0,-1,-1,0,1,118056.51989449636,132350.62482009063,117476.82361374336,109468.50049761157,93596.39417000013,94840.68465320213,42756.31889727874,87379.51439270092,49329.91458711543,57458.74811860356,39506.00925118559,23759.258281182796,0
514084.2519060554,2,4,2,50,-2,-2,-2,-1,0,0,202574.7729449344,190258.43448995965,203501.99952014434,237263.3173362637,267177.9542718731,279230.80832955916,72580.4078142211,85769.23187365284,57883.63613282004,213297.56787955776,211885.82589125293,45501.206589053836,0
332595.6316266506,2,3,3,24,-1,-1,-1,0,1,2,189059.3518014196,173469.8586893885,205626.90450905895,215847.21142150555,219961.32929100958,251997.34077630338,101352.86019888047,124116.37690813006,54572.89136457376,66026.38518165295,40746.78578302065,83477.35470204546,0
249243.12989033535,2,2,2,38,-1,0,1,1,2,1,80736.75792333609,92789.7438627282,84154.6043969674,94251.42953310651,109025.7322467248,129979.59966058054,62876.30349591653,73542.28600341635,74471.21147198144,48316.747950076,53427.46923453114,41806.12142704046,0
225200.52361629202,1,2,3,39,-1,-2,-1,-1,-1,-2,185025.50854539094,159210.56095720132,159003.03843745004,180082.68469871258,196461.46391981628,178264.9006864105,164122.97005850152,123528.66602383358,76039.7156781036,37106.04944885351,83630.13720104645,152347.15617968616,0
239617.32563414378,1,1,1,34,-1,-1,-1,-1,0,0,218213.16458911385,184039.9462375315,176842.05593072835,162276.6321118677,185348.86393633566,214925.84995442154,195568.03416904106,147281.35115943235,58159.22012332202,82737.86196746948,80998.07930143278,67179.9688976942,0
140163.15160672256,2,4,1,58,5,4,4,4,3,2,122235.65547816506,123306.7670961627,131004.32372341731,127691.48252708104,109599.21009549951,99506.41158876556,102472.59796343354,102952.11766199021,66581.50130719224,58873.208335691714,83729.13287791306,77587.26644372052,1
238575.69528903885,2,2,1,22,-2,-2,-2,-1,0,1,134215.9759229498,117218.49983426892,102286.46430422645,91665.37216915723,87188.95648703865,72345.01520012997,65821.15477099176,25916.77659809872,69652.97645305691,23462.057738434007,61648.0926381508,16496.79630484414,0
283442.0220072465,2,3,2,31,4,5,4,4,3,2,120699.3045744209,124485.39191557304,127244.91505549038,144954.37846500805,142445.70592939426,150547.635129718,98462.39689594017,107312.46590581855,44932.62646434507,100445.30242065806,92180.73300558963,117442.66280559398,0
319544.99386878754,2,1,2,49,5,4,4,5,4,3,178130.9302313224,187710.42935699303,217484.76372856103,249819.2583507686,247515.6967237515,276705.3913081351,46373.89694628579,108721.8908888362,102631.31743671294,47847.79320173385,109113.76670660014,180688.22213355888,1
319562.77349732,2,2,2,57,-1,-1,-1,-1,0,0,151126.85157404942,163468.33590990564,136567.82309443783,137062.5138861074,117519.81515880593,127052.8676181609,117286.35866606195,137470.85702867192,86672.61105006559,70255.70061436534,77313.11586311895,107393.65868607351,0
217014.69441208785,1,4,1,62,1,1,1,2,2,3,198885.0541729804,219759.43525885732,203806.84119812454,214098.46803838434,227137.06419406005,212991.11914939646,118276.11352619737,188244.64584427205,159102.00782458164,63620.243549092935,151914.0037515746,118471.40744913372,0
80070.12969736836,1,4,3,48,-2,-2,-3,-4,-3,-3,56166.29581531757,56903.11243094813,47154.507374013934,51480.97083921867,61559.66826784689,50272.990720352616,6342.911795105329,35821.70759001057,24811.708099431802,24010.688610707333,14843.246620395441,38790.07665768945,0
169707.68485198653,1,2,1,41,-2,-3,-3,-4,-4,-5,105485.96223788922,114857.65020620475,117049.26663816247,135428.82268419384,115092.66322213125,102528.37600025203,39178.55195678197,21546.83447582703,48016.67326906625,64981.93684819667,75139.33652154461,90091.39740992739,0
443463.16513748653,1,4,3,45,4,4,5,4,5,4,291382.62702573265,293965.91055289266,338015.94649225724,286319.5509786153,290058.8321754148,274077.44027512515,117092.54705756628,109223.24102492008,86688.18302269162,256864.8394962693,72629.90089403019,185075.16659927557,1
357526.9976091937,1,4,2,33,4,4,4,4,4,3,140975.8022206969,151924.45712078206,155130.00856988644,138759.6480623882,157199.25221579164,188520.98738109125,97584.94955390441,73519.45564615117,91074.34658670634,54587.43148762791,30500.708125668756,166125.3034030193,0
294354.3503565009,1,4,1,40,3,2,1,1,2,2,263043.9946677272,245054.96630200828,279280.4350798597,311442.4988584181,331266.12143764924,339452.69858150056,114131.03286318443,51680.97537705814,102376.93186811842,123967.55101310866,170535.39463827503,46323.056702972994,1
158644.69062878512,1,1,1,59,-1,-2,-2,-3,-4,-3,58679.22616665657,46977.72000510536,40482.75673738804,36313.61178109661,39784.27631505231,41125.07977401061,44429.88528016842,18486.176598856106,17257.2298609318,15181.458475183417,17305.330380890802,6139.747648829061,0
250437.41859685336,2,3,1,54,4,5,6,5,5,4,133478.0041024103,108848.00739420252,88556.15584072922,101216.53797389792,82200.86835115615,72866.72394360242,116554.97574168703,80925.06433010238,42663.13525827566,43569.0216486896,46446.79727289209,65510.381592598496,0
99319.75772050218,2,2,1,59,3,2,2,3,3,2,54570.42241578458,61868.407375640614,69108.52289361959,62861.989286559154,64261.44605394887,72419.64347631365,5923.822909650379,15798.019561519433,11526.306166279626,54893.80701969488,32878.2129276219,38347.62357024176,1
183767.57491647115,2,4,1,28,0,1,1,0,0,0,151464.12820188588,167554.5353310495,145613.4201297927,146916.5767102007,134115.38551732234,107582.48033948983,133386.29023167893,150303.66596714183,52149.397493129945,69502.6203225233,37759.111385370954,25025.996328712306,0
220575.5989977766,1,1,1,39,4,4,4,4,3,3,105495.15588097209,103342.36601833903,115361.13240714156,128418.59996986367,149435.6226149091,158647.51347172918,37225.77701684575,11621.137605584836,88621.43066108959,112152.01724739942,71642.41603955698,94395.15126289224,1
206603.20817617443,2,3,2,25,4,4,4,5,6,5,132160.4380624794,157019.89449526445,171450.56280273423,146169.2739725767,138757.90140135112,132304.6382574933,39767.488470866,83849.79830536894,116840.64012125065,131109.75291189397,80615.35172260177,47351.64749372194,1
364792.23172672145,1,2,2,59,3,3,2,2,1,1,301563.082662035,315074.5659085375,375911.259341332,325934.6108376737,294794.98916112346,311862.17271835584,226708.4751787649,44267.3399406382,138504.04299802962,281990.59534329665,189061.84160857645,100240.64590639979,0
79752.8903157457,1,3,2,44,-1,-2,-1,-1,-2,-3,72939.81223408385,84568.82129729801,69719.89489653335,62974.84660176646,74759.77160703701,67640.6698175084,46712.82787692962,53075.80831192188,22021.93478039423,29550.56350975144,13762.172154790345,11965.257730503059,0
146148.1274181815,1,1,1,51,-1,0,1,2,1,1,78669.31994989203,84039.84210649716,85177.4028633565,70116.2296364293,66408.94567339763,76334.5959423737,26893.001826325155,28457.330639945223,74581.58959610209,31838.479804698778,19535.461203210463,15712.892801519514,0
85037.4434773337,1,3,2,42,-2,-1,-2,-3,-2,-2,48312.84519995559,41380.95996110285,45098.20586105041,39655.597655611346,37215.15767377208,37760.92953573172,23220.19536540197,23860.960611006834,12007.332147372825,32879.26992771866,8103.791293224822,28745.272697587006,0
101517.61447745754,2,3,3,59,0,0,1,1,0,-1,33935.10678819617,34343.36985639563,30266.765202946473,26185.97916932276,23501.798328576286,21551.270662417865,22378.730127535593,22117.341951229853,12187.916288995351,13890.609814725329,16815.8389496341,9310.518538056565,0
264886.70757359784,1,4,2,56,-2,-1,-1,0,0,-1,128849.91943867697,104937.01482769832,104587.9548691077,92095.65248079368,107547.58375004583,107987.35262703191,53744.96435820856,49279.64769208821,75962.17607004488,37609.23605271263,12013.16453231327,66931.32170921056,0
57947.1360332474,1,1,3,40,0,0,-1,0,-1,-2,39834.7354347869,46362.413143640886,39675.64577209293,42632.728780282225,35040.91190763463,39201.3617970189,29389.590707603584,33479.35555367565,25066.60825956389,32493.05750572466,20310.12410972964,20886.87351776224,0
340464.2534605164,1,4,3,64,0,-1,-1,0,1,1,182819.9747042214,194543.15495250307,171650.7688387555,139623.1320390562,127848.24785841996,147499.0153131054,107900.4864220673,118868.90175638716,151401.5854565087,21100.710951382014,92205.22106272409,28572.66240862092,0
220382.10676707095,2,1,2,58,-1,-1,-1,-1,0,-1,75412.62499156319,87346.73553143529,71979.80418896533,83073.93457369201,90600.12071199424,103075.29979781802,65831.59772269991,51321.89943556844,50384.772419896784,49455.371409331536,45134.00853567551,17040.15653650463,0
258254.5999031173,2,3,2,35,3,2,3,4,3,2,82964.01772642409,70162.2386200602,59224.44966738944,51680.78851941841,55768.561342223205,63766.93949630573,15964.33423101247,8670.245146112,41489.485077154706,24128.17919231191,49516.51358197374,18132.535003399385,1
288709.20855966443,2,2,3,21,5,6,7,8,7,6,95494.86418091106,89691.01025273862,84696.62019478534,91698.3813062658,86350.13296604934,98726.28365229053,23585.814130022663,48065.29375598027,56503.184701502214,58989.96488716531,37977.01668088398,45682.49337284677,1
197900.01756980908,1,1,3,21,2,2,2,3,2,3,93134.14901680843,106183.8828347009,94893.34574632297,89109.12139843684,76690.50082132491,66942.33031943475,61378.156522504934,61204.727249961936,40521.108931674404,73111.57747242489,29601.191693508095,12061.56803062666,0
373897.5658904053,2,3,3,24,2,2,2,1,0,1,249938.84701375276,293306.32544557116,300461.1296306352,301069.9800107513,312561.65062233835,330333.70003053866,93041.22903488507,47810.64654551388,212321.30353394747,252966.71372646192,168052.0177157581,187757.38164447673,1
226678.8727926838,2,1,3,50,5,4,3,3,3,4,133338.4350930814,112193.72942789139,103720.25495734056,110996.90232310853,102212.67285776563,92153.9355234911,113907.89881819015,58848.437251080926,39877.97953217605,89762.88746799988,29325.79559106464,38478.673802060344,0
321288.4306286884,1,2,1,37,0,1,0,1,0,-1,190421.6895730671,152601.22918623462,138613.90141600743,143066.35539512138,166117.46082680556,163521.5188466503,147820.15042628784,71195.52339383066,118599.70385391853,39533.688735502226,142923.5012633607,144973.26651822132,0
226106.51406912974,2,1,1,27,-1,-2,-3,-2,-1,-1,177880.94020202215,157444.73748601237,148963.86303239013,136652.30814307064,111623.11501930983,131016.26342534309,81631.04452812117,105186.69557683205,115338.40884603992,81205.91273367252,43523.52494144734,67053.05398377778,0
284904.9264909908,2,3,1,64,5,4,4,5,6,7,126807.66452705226,137710.1943089021,122294.41606980431,102718.97373293665,100723.94755342192,108928.01776058457,114077.65813191897,107432.96025577573,67002.97538767864,52405.77117693339,53005.80305621233,18415.83058710254,0
283559.52041895536,1,4,3,47,0,-1,-1,-1,0,1,256300.68076728404,238897.47045320572,201183.78212164337,220259.81139540192,250190.78169652715,240350.38988723065,215940.56760130665,137074.15343302034,167393.72206967758,81249.9897977631,159795.88757234928,111216.44578588245,0
279996.39273466374,2,4,3,61,-2,-3,-3,-3,-4,-4,88548.30204025097,86731.50999622373,97362.65150611226,99933.4615899473,95270.29642362615,82238.76077017454,24416.34945611299,54975.46463008151,42818.420152807535,41803.662101630674,41247.968846987205,22501.614578230743,0
133083.05804548966,1,1,1,43,2,3,4,4,4,4,113275.3811314354,130231.97576173113,106728.51486252724,97017.1452967282,99442.22245331555,107125.1633820159,80308.8830034813,49824.48190757733,88506.62221104333,76771.69634769694,28568.17448173099,28062.480431208776,1
302305.0924656928,2,2,2,50,3,4,4,5,6,7,223684.80945610604,213095.10642228666,227566.72600337592,239111.3996883735,241835.80252899972,253296.92921395943,89574.3554685837,54316.102013598196,42634.13514535921,67830.53790157303,155491.27134959298,92797.52161413916,1
211725.1613080485,2,2,2,21,2,2,2,2,1,2,85224.714486575,71641.48670704964,81070.26228137374,91712.37826863676,98779.07791358935,104633.7555876683,23081.374359333353,54694.82280965201,54783.36730081299,63240.95660453917,72386.82377032303,32125.72833764783,0
325658.56365879014,2,4,2,46,-1,-1,-1,-1,-2,-3,128379.95467317279,148988.61394625064,149041.8322498195,148822.08092478174,137481.06603632055,131446.62051741756,30444.79212764713,93472.32966848281,109632.02628963848,80129.6782062822,36726.830712187,23657.564914450413,0
20000.0,1,2,1,64,-1,-1,0,0,1,2,6627.4056702773705,6294.445364364546,6366.026091940346,6466.963691502512,7639.7547086233235,6246.888373975057,4719.251379152292,1836.63680045837,5170.853676909353,880.7515259616558,4567.711884697253,4783.910625835932,0
74186.05335340588,1,4,3,38,-2,-2,-3,-4,-4,-3,40153.7588555476,48170.196719818014,44314.64270531799,48806.65683107738,51573.092130047175,58129.35433027469,25724.676904171323,39710.69005508557,38942.27998654878,39123.691087575826,34232.43424203787,39965.97513744035,0
293613.4674562034,1,3,2,49,-2,-3,-3,-2,-2,-2,186278.52839293858,158017.01040462672,133101.3325058707,146065.05702376945,165135.88069338736,183296.68959528135,138334.63701713897,59845.99660652694,85637.19597535601,56952.8786061634,59134.65741691778,156755.82978803007,0
473551.3102126274,1,3,3,39,1,0,0,-1,0,0,325365.8923771822,325853.79213465087,270293.7217715651,223396.48600973477,201635.25518489565,208866.2835693264,44510.20278216047,124887.07678336487,203909.7237412564,117047.86978026808,96395.461523188,123761.19036254774,0
350207.04961734836,1,3,2,29,-1,0,0,-1,-2,-2,196420.86340869256,201988.21146067933,169607.53245659778,135906.17397634027,148459.8683255246,134561.61388742362,78414.39061455037,75539.95252994726,46282.96775518192,113974.87449454026,35526.78786208804,14674.817189569423,0
168105.88789600233,1,4,1,29,4,3,4,5,5,4,61485.42696339727,66938.25016492809,60230.69484527695,62607.79500189694,58942.28117136955,55586.773385899105,37218.44513720709,12530.161860068549,15087.947067644129,44598.42343533145,14976.69439986582,16117.41083220679,1
46953.71015464529,1,3,3,40,5,6,6,7,6,6,24918.594180084343,26609.48182055826,25135.355575728223,28744.381286701744,23604.19413503982,24294.74309791835,16581.667273184117,8984.749858713785,21273.743052642603,24455.228602054005,9392.568333447269,2819.061814937454,1
339122.34653939423,1,1,2,30,-2,-1,-2,-2,-3,-2,226996.33440332115,191577.93209593644,187059.88535248942,211486.15027692585,238912.18026438123,280504.44604931766,98013.8916594779,94448.32695024408,41578.61304632823,58187.25451359879,172937.78727123112,74293.60292298095,0
240330.0133548459,2,4,2,62,0,0,1,1,0,1,205021.45455854462,188036.78462591683,162651.8143309316,194285.41255229368,184856.2637295765,199034.23802837785,117575.38608141697,116889.51072598243,143881.10040385116,41689.569320550945,122140.90418204722,146700.01219020708,0
320884.5061473262,1,1,3,48,4,4,3,2,2,1,183092.18102271899,180984.05579050622,180520.96075482067,147955.6589514463,128643.36774917055,116508.56456414095,35551.89166942286,97108.89683001327,91270.57223199584,78506.0715477208,48900.80633705403,19888.492151555805,1
263835.8466652949,2,4,3,43,4,5,4,5,5,4,120297.80598806834,104731.03294551739,92645.7557616488,81970.23422512825,70859.93901420773,60160.03159763172,30174.634281590636,66322.34207909726,42375.47617430568,45254.65795739922,48375.1084249303,8612.968474863555,1
253557.15101445944,2,1,3,38,-1,0,0,1,1,0,215587.3809748577,239498.39580363693,262021.56011122288,231644.15034642734,230009.93895415257,258544.46102953446,57900.96082975521,157077.21392857,181603.2913163455,104436.03178887896,85129.15044638047,122624.25155405492,0
605035.0535071811,2,3,3,29,3,2,2,1,1,1,358457.6365004933,372276.739384877,338238.1988572768,322345.46912904776,349608.5425243454,358405.5972598321,187297.32823938163,326807.8813660515,48962.30614622274,58199.95709652543,91078.25587215408,205879.0262694391,0
249264.40467453052,2,3,2,39,-1,-1,0,-1,-2,-2,222267.9528631132,233978.5732552692,199970.46370485297,212169.04342968008,221943.45889936027,203529.37800354723,96055.52460675823,130465.93376314596,102277.19487353571,35434.04543724509,139202.32251751193,133047.99958828036,0
230890.57488960822,2,2,1,46,-2,-1,-2,-3,-2,-3,132573.47093977974,122464.39042386266,138554.96202619383,153528.08560911653,132010.29155630706,120751.18396099302,67863.58176133428,14441.490509049936,107486.92744293278,51230.58734067927,115542.29876360967,70164.02996319432,0
235426.15895151734,1,4,3,53,-2,-1,0,1,1,2,88761.63582696252,84161.60310444857,92463.36295354125,86452.21654009463,93133.38202691793,107997.4074423958,23667.778817053066,53374.840279978795,39222.617382340264,13226.583527184544,15619.589781643903,33574.634876871605,0
179975.59399508117,1,3,1,63,1,0,-1,0,1,1,124040.6519187286,142079.68097338037,125781.76151256349,116035.25533961778,118831.61639747662,141028.12971714433,76586.21466293588,56641.13084347156,63802.095526245015,91674.30438332977,106387.94280662695,32989.232286983075,0
368815.9473658375,2,3,1,61,3,4,4,4,5,6,300075.37993074855,277734.0140605698,310550.8175980516,270387.54658986686,266483.31371333334,243769.68295575492,75701.1491809578,155135.7422219752,32319.833324463165,71380.36328194072,221196.7089460687,197331.94805611265,1
207549.4799462381,1,2,2,25,-1,0,1,1,2,2,162224.35886954083,175774.84251348063,158802.40368210713,139535.10910900924,140264.73934846235,142629.55939062225,132609.1654099012,77310.151759227,67842.17241251955,106621.35707020576,34492.44440546806,53872.714221911425,0
326313.12467735074,1,2,2,26,5,5,6,6,6,7,296926.6199481796,306796.0349583919,320545.21783948643,321044.96530874853,326108.2166047314,273121.1373423657,70760.30067708869,254029.7675399647,193554.78406746738,137188.02955918355,188899.0689627695,228890.6950771282,0
284152.36357762676,1,2,3,24,0,-1,-2,-3,-2,-2,104320.87152715419,124417.23972757594,136102.64008930326,135859.976153031,146586.66578409701,149575.07958199884,93756.41280074028,30486.80763638061,91228.64527288321,121699.09396758747,87086.02080824,117926.78629080969,0
396278.30345589115,2,3,1,45,4,4,4,4,5,5,363569.1903487107,311024.7687887587,357926.2303370811,359286.03373802657,396753.67097428057,410786.1985725902,55410.65808313642,150591.269539301,268390.1783889615,320717.5306351789,129207.41696641962,120347.16628319281,1
300421.5516386033,2,1,3,33,3,4,4,3,4,3,132675.78679911347,118595.18380655834,95144.56344770468,101617.55204061244,88185.92855944586,74032.03034974712,44686.009125576165,76037.37905899307,36382.75347048398,54395.39052076209,12550.669423683601,43960.22602286127,0
104393.82628628233,1,2,2,48,-1,0,-1,-1,0,1,64954.628903148645,76205.13085792598,91124.48113908168,95313.11267122344,111947.91691584332,132211.8429715701,33116.96460491,15948.718534063446,70001.975419529,54479.22102386608,74670.23833445013,99260.3604883377,0
90821.46579352711,2,4,1,27,5,4,5,5,4,5,79212.7605920244,69879.78637650596,60578.41079939952,56232.2306632818,60035.570035770135,65940.58469928596,25586.308132789334,11881.837482539147,36414.843415357325,16219.713688903132,12591.513718424621,44469.669637090075,1
419004.29752922815,2,3,1,24,-1,-2,-2,-3,-2,-3,216175.0527456932,218762.23640640153,237724.76080450375,198514.6652570638,167101.83115047365,142719.0614233669,75058.69687300887,97650.0676460199,99980.53753146631,46508.730626271696,141270.10193134236,78042.78677577883,0
176954.70360826698,1,2,2,25,0,0,0,1,1,2,89997.87732089257,78667.38493411157,88932.61483875816,79823.46595355678,85477.27413116442,98839.16690444676,22746.11069822484,16888.50317461094,43586.75359946069,42479.40333753044,20225.604674970065,63419.416310363245,0
91527.69042524174,2,4,2,32,-1,-1,-2,-2,-3,-3,62990.63626687735,60873.8723338451,59464.05708003518,53662.82552825979,43963.14617411132,39970.43836784774,33639.956914695395,44613.16988595866,20721.392424381007,15533.785985592085,36291.11844967247,22321.450361153562,0
169645.768015629,2,4,2,37,3,3,3,3,2,2,63148.22782170719,74952.76915838926,76008.31653686383,68974.53476537146,68070.35966387103,72010.24003407684,55337.55683436798,14102.068966629757,57894.282614907934,46756.42684603823,49135.29683270019,37554.21669050028,0
401755.0344361609,1,4,2,60,1,2,2,2,1,0,379541.8940989652,334013.55796913634,298418.42405800556,332453.7389467994,351424.9805398379,360714.0674966033,195258.20541595598,68536.91228735982,78657.2696044607,231067.9560135416,289133.2704585205,143210.18918286654,0
79574.44012617855,1,4,2,58,5,6,7,6,5,6,45223.84527410524,38080.717867014406,35638.476029290476,30232.597368375908,26983.633392492113,25072.387355259176,37547.50910591059,11109.6597563608,15063.286882018921,14408.503790273548,11864.947420688526,10452.637112717011,1
146020.57554884686,1,2,2,47,3,3,2,2,1,0,56996.06030894155,68065.65398713246,55914.05284391302,45916.98498498218,43405.26620642699,43784.94366997901,24646.85679057267,7255.984616087468,22065.999538843775,37183.23643334496,38444.69970719681,9552.930508767053,1
169983.09894441767,2,2,1,44,0,0,-1,0,-1,-1,147384.30944417368,122655.5167989341,105442.88620961607,106255.783242349,88030.18255386033,97762.7072547773,67078.13007097985,18726.59301310103,60611.608767674676,60839.73163741399,55719.901636993214,69950.6417399859,0
99857.21518321658,2,2,1,57,-1,0,-1,-2,-3,-2,33348.7967062758,39109.42930812425,40563.14936480367,36827.59679815743,38664.379455509676,45793.097943320165,13546.68866228188,8187.163759174632,10119.247172148685,28552.1484578934,27573.33709726671,34863.11806237388,0
107880.71937860036,2,2,1,32,-2,-2,-2,-1,-2,-1,93873.73933813014,99924.50801673863,87496.09116017817,102357.95898799639,99863.89158369025,85011.69353987195,14102.931156635545,56572.91364183891,37276.37004486627,27568.07912039231,45387.069909463135,67185.93458399625,0
67827.04296836097,2,4,3,39,1,0,1,0,1,0,32611.91080527626,36780.37588084692,39048.58181220897,42576.855369642624,38725.294475725765,38612.56596987321,8949.796679916777,17091.096264810567,16847.888360292764,4396.625214793707,4233.952034318007,9187.20975907399,0
